PAW protein_summary_9 results file
written: Sat Jun 20 13:37:25 2020

 	=subtotal(109,B6:B8685)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
4411.0	1	sp|Q6P4A8|PLBL1_HUMAN	 	5.2	553	63254	Phospholipase B-like 1 OS=Homo sapiens (Human) OX=9606 GN=PLBD1 PE=1 SV=2	2	2	1.000	0	2	0	2	0.000	2.000	 
4412.0	1	sp|Q6P4E1|CASC4_HUMAN	 	29.4	436	49497	Protein CASC4 OS=Homo sapiens (Human) OX=9606 GN=CASC4 PE=1 SV=2	29	29	1.000	12	17	12	17	12.000	17.000	 
4413.0	1	sp|Q6P4F2|FDX2_HUMAN	 	23.1	186	19888	Ferredoxin-2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=FDX2 PE=1 SV=2	5	5	1.000	5	0	5	0	5.000	0.000	 
4414.0	1	sp|Q6P4F7|RHGBA_HUMAN	 	9.6	1023	113865	Rho GTPase-activating protein 11A OS=Homo sapiens (Human) OX=9606 GN=ARHGAP11A PE=1 SV=2	12	12	1.000	5	7	5	7	5.000	7.000	 
4415.0	1	sp|Q6P4H8|ACKMT_HUMAN	 	10.7	233	26110	ATP synthase subunit C lysine N-methyltransferase OS=Homo sapiens (Human) OX=9606 GN=ATPSCKMT PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	 
4416.0	1	sp|Q6P4I2|WDR73_HUMAN	 	22.8	378	41685	WD repeat-containing protein 73 OS=Homo sapiens (Human) OX=9606 GN=WDR73 PE=1 SV=1	19	19	1.000	15	4	15	4	15.000	4.000	 
4417.0	1	sp|Q6P4Q7|CNNM4_HUMAN	 	18.1	775	86606	Metal transporter CNNM4 OS=Homo sapiens (Human) OX=9606 GN=CNNM4 PE=1 SV=3	16	14	0.875	6	10	5	9	5.625	9.818	sp|Q6P4Q7|CNNM4_HUMAN, sp|Q9H8M5|CNNM2_HUMAN
4418.0	1	sp|Q6P4R8|NFRKB_HUMAN	 	14.3	1299	139000	Nuclear factor related to kappa-B-binding protein OS=Homo sapiens (Human) OX=9606 GN=NFRKB PE=1 SV=2	24	24	1.000	10	14	10	14	10.000	14.000	 
4419.0	1	sp|Q6P587|FAHD1_HUMAN	 	37.9	224	24843	Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=FAHD1 PE=1 SV=2	16	16	1.000	7	9	7	9	7.000	9.000	 
4420.0	1	sp|Q6P597|KLC3_HUMAN	 	20.4	504	55364	Kinesin light chain 3 OS=Homo sapiens (Human) OX=9606 GN=KLC3 PE=1 SV=2	14	12	0.857	7	7	6	6	6.118	6.333	sp|Q07866|KLC1_HUMAN, sp|Q6P597|KLC3_HUMAN, sp|Q9NSK0|KLC4_HUMAN
4421.0	1	sp|Q6P5R6|RL22L_HUMAN	 	19.7	122	14606	60S ribosomal protein L22-like 1 OS=Homo sapiens (Human) OX=9606 GN=RPL22L1 PE=1 SV=2	5	5	1.000	3	2	3	2	3.000	2.000	 
4422.0	1	sp|Q6P6B7|ANR16_HUMAN	 	9.4	361	39283	Ankyrin repeat domain-containing protein 16 OS=Homo sapiens (Human) OX=9606 GN=ANKRD16 PE=1 SV=1	3	3	1.000	0	3	0	3	0.000	3.000	 
4423.0	1	sp|Q6P6C2|ALKB5_HUMAN	 	28.9	394	44255	RNA demethylase ALKBH5 OS=Homo sapiens (Human) OX=9606 GN=ALKBH5 PE=1 SV=2	20	20	1.000	11	9	11	9	11.000	9.000	 
4424.0	1	sp|Q6P996|PDXD1_HUMAN	 	43.5	788	86706	Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=PDXDC1 PE=1 SV=2	65	65	1.000	28	37	28	37	28.000	37.000	 
4425.0	1	sp|Q6P9B6|MEAK7_HUMAN	 	30.3	456	50993	MTOR-associated protein MEAK7 OS=Homo sapiens (Human) OX=9606 GN=MEAK7 PE=1 SV=2	22	22	1.000	16	6	16	6	16.000	6.000	 
4426.0	1	sp|Q6P9B9|INT5_HUMAN	 	4.8	1019	107994	Integrator complex subunit 5 OS=Homo sapiens (Human) OX=9606 GN=INTS5 PE=1 SV=1	6	6	1.000	4	2	4	2	4.000	2.000	 
4427.0	1	sp|Q6PCB5|RSBNL_HUMAN	 	19.9	846	94868	Lysine-specific demethylase RSBN1L OS=Homo sapiens (Human) OX=9606 GN=RSBN1L PE=1 SV=2	28	28	1.000	14	14	14	14	14.000	14.000	 
4428.0	1	sp|Q6PCB7|S27A1_HUMAN	 	3.9	646	71107	Long-chain fatty acid transport protein 1 OS=Homo sapiens (Human) OX=9606 GN=SLC27A1 PE=1 SV=1	4	1	0.250	1	3	0	1	0.000	1.105	sp|Q6P1M0|S27A4_HUMAN, sp|Q6PCB7|S27A1_HUMAN
4429.0	1	sp|Q6PCB8|EMB_HUMAN	 	11.3	327	36881	Embigin OS=Homo sapiens (Human) OX=9606 GN=EMB PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
4430.0	1	sp|Q6PCE3|PGM2L_HUMAN	 	12.1	622	70441	Glucose 1,6-bisphosphate synthase OS=Homo sapiens (Human) OX=9606 GN=PGM2L1 PE=1 SV=3	8	8	1.000	3	5	3	5	3.000	5.000	 
4431.0	1	sp|Q6PCT2|FXL19_HUMAN	 	7.5	694	75706	F-box/LRR-repeat protein 19 OS=Homo sapiens (Human) OX=9606 GN=FBXL19 PE=1 SV=3	4	4	1.000	1	3	1	3	1.000	3.000	 
4432.0	1	sp|Q6PD62|CTR9_HUMAN	 	24.4	1173	133501	RNA polymerase-associated protein CTR9 homolog OS=Homo sapiens (Human) OX=9606 GN=CTR9 PE=1 SV=1	59	59	1.000	36	23	36	23	36.000	23.000	 
4433.0	1	sp|Q6PD74|AAGAB_HUMAN	 	16.2	315	34593	Alpha- and gamma-adaptin-binding protein p34 OS=Homo sapiens (Human) OX=9606 GN=AAGAB PE=1 SV=1	9	9	1.000	3	6	3	6	3.000	6.000	 
4434.0	1	sp|Q6PEV8|F199X_HUMAN	 	7.5	388	42801	Protein FAM199X OS=Homo sapiens (Human) OX=9606 GN=FAM199X PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
4435.0	1	sp|Q6PFW1|VIP1_HUMAN	 	11.6	1433	159519	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 OS=Homo sapiens (Human) OX=9606 GN=PPIP5K1 PE=1 SV=1	24	8	0.333	11	13	3	5	3.727	6.081	sp|O43314|VIP2_HUMAN, sp|Q6PFW1|VIP1_HUMAN
4436.0	1	sp|Q6PGN9|PSRC1_HUMAN	 	20.4	363	38796	Proline/serine-rich coiled-coil protein 1 OS=Homo sapiens (Human) OX=9606 GN=PSRC1 PE=1 SV=1	16	16	1.000	7	9	7	9	7.000	9.000	 
4437.0	1	sp|Q6PGP7|TTC37_HUMAN	 	26.4	1564	175484	Tetratricopeptide repeat protein 37 OS=Homo sapiens (Human) OX=9606 GN=TTC37 PE=1 SV=1	65	65	1.000	28	37	28	37	28.000	37.000	 
4438.0	1	sp|Q6PGQ7|BORA_HUMAN	 	6.3	559	61202	Protein aurora borealis OS=Homo sapiens (Human) OX=9606 GN=BORA PE=1 SV=2	4	4	1.000	1	3	1	3	1.000	3.000	 
4439.0	1	sp|Q6PHR2|ULK3_HUMAN	 	25.0	472	53444	Serine/threonine-protein kinase ULK3 OS=Homo sapiens (Human) OX=9606 GN=ULK3 PE=1 SV=2	12	12	1.000	7	5	7	5	7.000	5.000	 
4440.0	1	sp|Q6PI26|SHQ1_HUMAN	 	12.5	577	65124	Protein SHQ1 homolog OS=Homo sapiens (Human) OX=9606 GN=SHQ1 PE=1 SV=2	7	7	1.000	3	4	3	4	3.000	4.000	 
4441.0	1	sp|Q6PI47|KCD18_HUMAN	 	11.5	426	46739	BTB/POZ domain-containing protein KCTD18 OS=Homo sapiens (Human) OX=9606 GN=KCTD18 PE=2 SV=2	6	6	1.000	3	3	3	3	3.000	3.000	 
4442.0	1	sp|Q6PI48|SYDM_HUMAN	 	34.9	645	73562	Aspartate--tRNA ligase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=DARS2 PE=1 SV=1	54	54	1.000	26	28	26	28	26.000	28.000	 
4443.0	1	sp|Q6PI98|IN80C_HUMAN	 	34.9	192	20642	INO80 complex subunit C OS=Homo sapiens (Human) OX=9606 GN=INO80C PE=1 SV=1	10	10	1.000	3	7	3	7	3.000	7.000	 
4444.0	1	sp|Q6PID6|TTC33_HUMAN	 	8.0	262	29411	Tetratricopeptide repeat protein 33 OS=Homo sapiens (Human) OX=9606 GN=TTC33 PE=1 SV=2	5	5	1.000	2	3	2	3	2.000	3.000	 
4445.0	1	sp|Q6PII3|CC174_HUMAN	 	13.7	467	53957	Coiled-coil domain-containing protein 174 OS=Homo sapiens (Human) OX=9606 GN=CCDC174 PE=1 SV=3	10	10	1.000	5	5	5	5	5.000	5.000	 
4446.0	1	sp|Q6PIJ6|FBX38_HUMAN	 	10.2	1188	133942	F-box only protein 38 OS=Homo sapiens (Human) OX=9606 GN=FBXO38 PE=1 SV=3	13	13	1.000	6	7	6	7	6.000	7.000	 
4447.0	1	sp|Q6PIU2|NCEH1_HUMAN	 	26.5	408	45807	Neutral cholesterol ester hydrolase 1 OS=Homo sapiens (Human) OX=9606 GN=NCEH1 PE=1 SV=3	36	36	1.000	17	19	17	19	17.000	19.000	 
4448.0	1	sp|Q6PIW4|FIGL1_HUMAN	 	16.9	674	74076	Fidgetin-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=FIGNL1 PE=1 SV=2	14	14	1.000	5	9	5	9	5.000	9.000	 
4449.0	1	sp|Q6PIY7|GLD2_HUMAN	 	15.1	484	56027	Poly(A) RNA polymerase GLD2 OS=Homo sapiens (Human) OX=9606 GN=TENT2 PE=1 SV=1	13	13	1.000	5	8	5	8	5.000	8.000	 
4450.0	1	sp|Q6PJ61|FBX46_HUMAN	 	6.8	603	64630	F-box only protein 46 OS=Homo sapiens (Human) OX=9606 GN=FBXO46 PE=1 SV=3	4	4	1.000	1	3	1	3	1.000	3.000	 
4451.0	1	sp|Q6PJ69|TRI65_HUMAN	 	18.2	517	57353	Tripartite motif-containing protein 65 OS=Homo sapiens (Human) OX=9606 GN=TRIM65 PE=1 SV=3	17	17	1.000	10	7	10	7	10.000	7.000	 
4452.0	1	sp|Q6PJF5|RHDF2_HUMAN	 	11.7	856	96685	Inactive rhomboid protein 2 OS=Homo sapiens (Human) OX=9606 GN=RHBDF2 PE=1 SV=2	13	13	1.000	9	4	9	4	9.000	4.000	 
4453.0	1	sp|Q6PJG2|MDEAS_HUMAN	 	20.5	1045	114988	Mitotic deacetylase-associated SANT domain protein OS=Homo sapiens (Human) OX=9606 GN=MIDEAS PE=1 SV=2	39	39	1.000	17	22	17	22	17.000	22.000	 
4454.0	1	sp|Q6PJG6|BRAT1_HUMAN	 	30.0	821	88118	BRCA1-associated ATM activator 1 OS=Homo sapiens (Human) OX=9606 GN=BRAT1 PE=1 SV=2	41	41	1.000	18	23	18	23	18.000	23.000	 
4455.0	1	sp|Q6PJI9|WDR59_HUMAN	 	8.6	974	109792	GATOR complex protein WDR59 OS=Homo sapiens (Human) OX=9606 GN=WDR59 PE=1 SV=2	9	9	1.000	5	4	5	4	5.000	4.000	 
4456.0	1	sp|Q6PJT7|ZC3HE_HUMAN	 	38.3	736	82875	Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens (Human) OX=9606 GN=ZC3H14 PE=1 SV=1	41	41	1.000	23	18	23	18	23.000	18.000	 
4457.0	1	sp|Q6PJW8|CNST_HUMAN	 	18.9	725	79596	Consortin OS=Homo sapiens (Human) OX=9606 GN=CNST PE=1 SV=3	23	23	1.000	10	13	10	13	10.000	13.000	 
4458.0	1	sp|Q6PK04|CC137_HUMAN	 	34.6	289	33231	Coiled-coil domain-containing protein 137 OS=Homo sapiens (Human) OX=9606 GN=CCDC137 PE=1 SV=1	23	23	1.000	12	11	12	11	12.000	11.000	 
4459.0	1	sp|Q6PK18|OGFD3_HUMAN	 	15.7	319	35646	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 OS=Homo sapiens (Human) OX=9606 GN=OGFOD3 PE=1 SV=2	5	5	1.000	2	3	2	3	2.000	3.000	 
4460.0	1	sp|Q6PK81|ZN773_HUMAN	 	3.8	442	50501	Zinc finger protein 773 OS=Homo sapiens (Human) OX=9606 GN=ZNF773 PE=2 SV=1	3	1	0.333	2	1	1	0	1.500	0.000	REV_P11532, sp|Q6PK81|ZN773_HUMAN
4461.0	1	sp|Q6PKC3|TXD11_HUMAN	 	5.3	985	110528	Thioredoxin domain-containing protein 11 OS=Homo sapiens (Human) OX=9606 GN=TXNDC11 PE=1 SV=2	7	7	1.000	3	4	3	4	3.000	4.000	 
4462.0	1	sp|Q6PKG0|LARP1_HUMAN	 	44.5	1096	123509	La-related protein 1 OS=Homo sapiens (Human) OX=9606 GN=LARP1 PE=1 SV=2	149	141	0.946	81	68	76	65	80.810	67.746	sp|Q659C4|LAR1B_HUMAN, sp|Q6PKG0|LARP1_HUMAN
4463.0	1	sp|Q6PL18|ATAD2_HUMAN	 	29.5	1390	158552	ATPase family AAA domain-containing protein 2 OS=Homo sapiens (Human) OX=9606 GN=ATAD2 PE=1 SV=1	74	61	0.824	34	40	27	34	31.610	38.000	sp|Q6PL18|ATAD2_HUMAN, sp|Q9ULI0|ATD2B_HUMAN
4464.0	1	sp|Q6PL24|TMED8_HUMAN	 	22.2	325	35740	Protein TMED8 OS=Homo sapiens (Human) OX=9606 GN=TMED8 PE=1 SV=1	19	19	1.000	11	8	11	8	11.000	8.000	 
4465.0	1	sp|Q6PML9|ZNT9_HUMAN	 	18.0	568	63514	Zinc transporter 9 OS=Homo sapiens (Human) OX=9606 GN=SLC30A9 PE=1 SV=1	23	23	1.000	6	17	6	17	6.000	17.000	 
4466.0	1	sp|Q6Q0C0|TRAF7_HUMAN	 	9.3	670	74608	E3 ubiquitin-protein ligase TRAF7 OS=Homo sapiens (Human) OX=9606 GN=TRAF7 PE=1 SV=1	8	8	1.000	3	5	3	5	3.000	5.000	 
4467.0	1	sp|Q6QNY0|BL1S3_HUMAN	 	27.7	202	21255	Biogenesis of lysosome-related organelles complex 1 subunit 3 OS=Homo sapiens (Human) OX=9606 GN=BLOC1S3 PE=1 SV=1	9	9	1.000	4	5	4	5	4.000	5.000	 
4468.0	1	sp|Q6QNY1|BL1S2_HUMAN	 	33.1	142	15961	Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Homo sapiens (Human) OX=9606 GN=BLOC1S2 PE=1 SV=1	11	11	1.000	3	8	3	8	3.000	8.000	 
4469.0	1	sp|Q6R327|RICTR_HUMAN	 	19.5	1708	192215	Rapamycin-insensitive companion of mTOR OS=Homo sapiens (Human) OX=9606 GN=RICTOR PE=1 SV=1	55	55	1.000	27	28	27	28	27.000	28.000	 
4470.0	1	sp|Q6RFH5|WDR74_HUMAN	 	30.6	385	42441	WD repeat-containing protein 74 OS=Homo sapiens (Human) OX=9606 GN=WDR74 PE=1 SV=1	24	24	1.000	15	9	15	9	15.000	9.000	 
4471.0	1	sp|Q6RI45|BRWD3_HUMAN	 	3.4	1802	203595	Bromodomain and WD repeat-containing protein 3 OS=Homo sapiens (Human) OX=9606 GN=BRWD3 PE=1 SV=2	10	4	0.400	5	5	3	1	3.219	1.138	sp|Q6RI45|BRWD3_HUMAN, sp|Q8WWQ0|PHIP_HUMAN, sp|Q9NSI6|BRWD1_HUMAN
4472.0	1	sp|Q6RW13|ATRAP_HUMAN	 	35.2	159	17419	Type-1 angiotensin II receptor-associated protein OS=Homo sapiens (Human) OX=9606 GN=AGTRAP PE=1 SV=1	6	6	1.000	4	2	4	2	4.000	2.000	 
4473.0	1	sp|Q6S8J3|POTEE_HUMAN	 	10.5	1075	121362	POTE ankyrin domain family member E OS=Homo sapiens (Human) OX=9606 GN=POTEE PE=2 SV=3	920	0	0.000	351	569	0	0	0.000	0.000	sp|A5A3E0|POTEF_HUMAN, sp|P0CG38|POTEI_HUMAN, sp|P0CG39|POTEJ_HUMAN, sp|P60709|ACTB_HUMAN, sp|P62736|ACTA_HUMAN, sp|P68133|ACTS_HUMAN, sp|Q562R1|ACTBL_HUMAN, sp|Q6S8J3|POTEE_HUMAN, sp|Q9BYX7|ACTBM_HUMAN
4474.0	1	sp|Q6SJ93|F111B_HUMAN	 	22.1	734	84673	Protein FAM111B OS=Homo sapiens (Human) OX=9606 GN=FAM111B PE=1 SV=1	21	20	0.952	12	9	11	9	11.147	9.000	sp|O94915|FRYL_HUMAN, sp|Q6SJ93|F111B_HUMAN
4475.0	1	sp|Q6SPF0|SAMD1_HUMAN	 	8.6	538	56051	Atherin OS=Homo sapiens (Human) OX=9606 GN=SAMD1 PE=1 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
4476.0	1	sp|Q6STE5|SMRD3_HUMAN	 	15.1	483	55015	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 OS=Homo sapiens (Human) OX=9606 GN=SMARCD3 PE=1 SV=1	14	3	0.214	7	7	0	3	0.000	3.466	sp|Q6STE5|SMRD3_HUMAN, sp|Q92925|SMRD2_HUMAN, sp|Q96GM5|SMRD1_HUMAN
4477.0	1	sp|Q6SZW1|SARM1_HUMAN	 	25.6	724	79387	NAD(+) hydrolase SARM1 OS=Homo sapiens (Human) OX=9606 GN=SARM1 PE=1 SV=1	30	30	1.000	13	17	13	17	13.000	17.000	 
4478.0	1	sp|Q6T4P5|PLPR3_HUMAN	 	6.7	718	76036	Phospholipid phosphatase-related protein type 3 OS=Homo sapiens (Human) OX=9606 GN=PLPPR3 PE=2 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
4479.0	1	sp|Q6UB28|MAP12_HUMAN	 	27.5	335	37087	Methionine aminopeptidase 1D, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=METAP1D PE=1 SV=1	9	9	1.000	6	3	6	3	6.000	3.000	 
4480.0	1	sp|Q6UB35|C1TM_HUMAN	 	27.2	978	105789	Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MTHFD1L PE=1 SV=1	81	68	0.840	37	44	36	32	36.135	33.910	sp|P11586|C1TC_HUMAN, sp|Q6UB35|C1TM_HUMAN
4481.0	1	sp|Q6UB98|ANR12_HUMAN	 	3.4	2062	235649	Ankyrin repeat domain-containing protein 12 OS=Homo sapiens (Human) OX=9606 GN=ANKRD12 PE=1 SV=3	6	6	1.000	0	6	0	6	0.000	6.000	 
4482.0	1	sp|Q6UB99|ANR11_HUMAN	 	9.4	2663	297910	Ankyrin repeat domain-containing protein 11 OS=Homo sapiens (Human) OX=9606 GN=ANKRD11 PE=1 SV=3	28	26	0.929	9	19	8	18	9.000	18.900	sp|Q6UB99|ANR11_HUMAN, sp|Q6ZQQ6|WDR87_HUMAN
4483.0	1	sp|Q6ULP2|AFTIN_HUMAN	 	19.9	936	102112	Aftiphilin OS=Homo sapiens (Human) OX=9606 GN=AFTPH PE=1 SV=3	25	25	1.000	13	12	13	12	13.000	12.000	 
4484.0	1	sp|Q6UN15|FIP1_HUMAN	 	34.0	594	66526	Pre-mRNA 3'-end-processing factor FIP1 OS=Homo sapiens (Human) OX=9606 GN=FIP1L1 PE=1 SV=1	32	32	1.000	24	8	24	8	24.000	8.000	 
4485.0	1	sp|Q6UVJ0|SAS6_HUMAN	 	24.4	657	74396	Spindle assembly abnormal protein 6 homolog OS=Homo sapiens (Human) OX=9606 GN=SASS6 PE=1 SV=1	27	27	1.000	11	16	11	16	11.000	16.000	 
4486.0	1	sp|Q6UVK1|CSPG4_HUMAN	 	1.0	2322	250534	Chondroitin sulfate proteoglycan 4 OS=Homo sapiens (Human) OX=9606 GN=CSPG4 PE=1 SV=2	2	2	1.000	0	2	0	2	0.000	2.000	 
4487.0	1	sp|Q6UW02|CP20A_HUMAN	 	32.0	462	52432	Cytochrome P450 20A1 OS=Homo sapiens (Human) OX=9606 GN=CYP20A1 PE=1 SV=1	22	22	1.000	10	12	10	12	10.000	12.000	 
4488.0	1	sp|Q6UW56|ARAID_HUMAN	 	6.6	229	24746	All-trans retinoic acid-induced differentiation factor OS=Homo sapiens (Human) OX=9606 GN=ATRAID PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	 
4489.0	1	sp|Q6UW63|PLGT2_HUMAN	 	13.3	502	58042	Protein O-glucosyltransferase 2 OS=Homo sapiens (Human) OX=9606 GN=POGLUT2 PE=1 SV=1	8	8	1.000	3	5	3	5	3.000	5.000	 
4490.0	1	sp|Q6UW68|TM205_HUMAN	 	20.1	189	21198	Transmembrane protein 205 OS=Homo sapiens (Human) OX=9606 GN=TMEM205 PE=1 SV=1	9	9	1.000	8	1	8	1	8.000	1.000	 
4491.0	1	sp|Q6UWE0|LRSM1_HUMAN	 	25.6	723	83593	E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens (Human) OX=9606 GN=LRSAM1 PE=1 SV=1	28	28	1.000	11	17	11	17	11.000	17.000	 
4492.0	1	sp|Q6UWH4|GAK1B_HUMAN	 	10.6	519	57552	Golgi-associated kinase 1B OS=Homo sapiens (Human) OX=9606 GN=GASK1B PE=2 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
4493.0	1	sp|Q6UWP2|DHR11_HUMAN	 	14.6	260	28308	Dehydrogenase/reductase SDR family member 11 OS=Homo sapiens (Human) OX=9606 GN=DHRS11 PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
4494.0	1	sp|Q6UWP7|LCLT1_HUMAN	 	18.6	414	48920	Lysocardiolipin acyltransferase 1 OS=Homo sapiens (Human) OX=9606 GN=LCLAT1 PE=1 SV=1	13	13	1.000	11	2	11	2	11.000	2.000	 
4495.0	1	sp|Q6UWU4|CF089_HUMAN	 	7.2	347	39870	Bombesin receptor-activated protein C6orf89 OS=Homo sapiens (Human) OX=9606 GN=C6orf89 PE=1 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
4496.0	1	sp|Q6UWX4|HIPL2_HUMAN	 	9.1	724	80778	HHIP-like protein 2 OS=Homo sapiens (Human) OX=9606 GN=HHIPL2 PE=1 SV=1	11	11	1.000	6	5	6	5	6.000	5.000	 
4497.0	1	sp|Q6UWZ7|ABRX1_HUMAN	 	11.7	409	46662	BRCA1-A complex subunit Abraxas 1 OS=Homo sapiens (Human) OX=9606 GN=ABRAXAS1 PE=1 SV=2	7	7	1.000	2	5	2	5	2.000	5.000	 
4498.0	1	sp|Q6UX04|CWC27_HUMAN	 	49.4	472	53846	Spliceosome-associated protein CWC27 homolog OS=Homo sapiens (Human) OX=9606 GN=CWC27 PE=1 SV=1	53	53	1.000	27	26	27	26	27.000	26.000	 
4499.0	1	sp|Q6UX07|DHR13_HUMAN	 	11.9	377	40848	Dehydrogenase/reductase SDR family member 13 OS=Homo sapiens (Human) OX=9606 GN=DHRS13 PE=2 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
4500.0	1	sp|Q6UX15|LAYN_HUMAN	 	9.7	382	43108	Layilin OS=Homo sapiens (Human) OX=9606 GN=LAYN PE=2 SV=1	4	4	1.000	1	3	1	3	1.000	3.000	 
4501.0	1	sp|Q6UXD5|SE6L2_HUMAN	 	10.3	910	97559	Seizure 6-like protein 2 OS=Homo sapiens (Human) OX=9606 GN=SEZ6L2 PE=1 SV=2	15	15	1.000	6	9	6	9	6.000	9.000	 
4502.0	1	sp|Q6UXH1|CREL2_HUMAN	 	16.4	353	38191	Protein disulfide isomerase CRELD2 OS=Homo sapiens (Human) OX=9606 GN=CRELD2 PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	 
4503.0	1	sp|Q6UXM1|LRIG3_HUMAN	 	2.1	1119	123432	Leucine-rich repeats and immunoglobulin-like domains protein 3 OS=Homo sapiens (Human) OX=9606 GN=LRIG3 PE=2 SV=1	6	1	0.167	3	3	1	0	1.400	0.000	sp|O94898|LRIG2_HUMAN, sp|Q6UXM1|LRIG3_HUMAN, sp|Q96JA1|LRIG1_HUMAN
4504.0	1	sp|Q6UXN9|WDR82_HUMAN	 	43.5	313	35079	WD repeat-containing protein 82 OS=Homo sapiens (Human) OX=9606 GN=WDR82 PE=1 SV=1	19	19	1.000	14	5	14	5	14.000	5.000	 
4505.0	1	sp|Q6UXV4|MIC27_HUMAN	 	40.7	268	29159	MICOS complex subunit MIC27 OS=Homo sapiens (Human) OX=9606 GN=APOOL PE=1 SV=1	19	19	1.000	12	7	12	7	12.000	7.000	 
4506.0	1	sp|Q6V0I7|FAT4_HUMAN	 	4.2	4981	542680	Protocadherin Fat 4 OS=Homo sapiens (Human) OX=9606 GN=FAT4 PE=1 SV=2	19	19	1.000	2	17	2	17	2.000	17.000	 
4507.0	1	sp|Q6V1X1|DPP8_HUMAN	 	15.3	898	103357	Dipeptidyl peptidase 8 OS=Homo sapiens (Human) OX=9606 GN=DPP8 PE=1 SV=1	20	20	1.000	8	12	8	12	8.000	12.000	 
4508.0	1	sp|Q6V9R5|ZN562_HUMAN	 	6.6	426	48562	Zinc finger protein 562 OS=Homo sapiens (Human) OX=9606 GN=ZNF562 PE=2 SV=2	3	2	0.667	1	2	1	1	1.000	1.333	sp|Q6V9R5|ZN562_HUMAN, sp|Q8N587|ZN561_HUMAN
4509.0	1	sp|Q6VMQ6|MCAF1_HUMAN	 	16.7	1270	136392	Activating transcription factor 7-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=ATF7IP PE=1 SV=3	26	26	1.000	14	12	14	12	14.000	12.000	 
4510.0	1	sp|Q6VN20|RBP10_HUMAN	 	15.2	620	67256	Ran-binding protein 10 OS=Homo sapiens (Human) OX=9606 GN=RANBP10 PE=1 SV=1	19	19	1.000	7	12	7	12	7.000	12.000	 
4511.0	1	sp|Q6VY07|PACS1_HUMAN	 	10.6	963	104897	Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens (Human) OX=9606 GN=PACS1 PE=1 SV=2	21	21	1.000	12	9	12	9	12.000	9.000	 
4512.0	1	sp|Q6W2J9|BCOR_HUMAN	 	6.0	1755	192186	BCL-6 corepressor OS=Homo sapiens (Human) OX=9606 GN=BCOR PE=1 SV=1	8	8	1.000	2	6	2	6	2.000	6.000	 
4513.0	1	sp|Q6WCQ1|MPRIP_HUMAN	 	48.3	1025	116532	Myosin phosphatase Rho-interacting protein OS=Homo sapiens (Human) OX=9606 GN=MPRIP PE=1 SV=3	108	108	1.000	52	56	52	56	52.000	56.000	 
4514.0	1	sp|Q6WKZ4|RFIP1_HUMAN	 	20.3	1283	137166	Rab11 family-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=RAB11FIP1 PE=1 SV=3	30	28	0.933	13	17	12	16	12.923	16.800	sp|Q6WKZ4|RFIP1_HUMAN, sp|Q7L804|RFIP2_HUMAN
4515.0	1	sp|Q6WRX3|ZY11A_HUMAN	 	4.3	759	85807	Protein zyg-11 homolog A OS=Homo sapiens (Human) OX=9606 GN=ZYG11A PE=2 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
4516.0	1	sp|Q6XE24|RBMS3_HUMAN	 	12.1	437	47839	RNA-binding motif, single-stranded-interacting protein 3 OS=Homo sapiens (Human) OX=9606 GN=RBMS3 PE=1 SV=1	9	2	0.222	6	3	1	1	1.407	3.000	sp|P29558|RBMS1_HUMAN, sp|Q15434|RBMS2_HUMAN, sp|Q6XE24|RBMS3_HUMAN
